texto,categoria
"Si fueras tan amable, indícame con detalle la ubicación de la espada en este entorno.",localizacion_objeto
Lista lo cercano.,objetos_cercanos
"Llévame poco a poco hasta la roca, por favor.",navegacion
"Antes de explorar más a fondo, ¿me podrías decir qué cosas tengo cerca?",objetos_cercanos
Cuéntame qué tengo a mi alcance sin necesidad de moverme.,objetos_cercanos
Localiza ese elemento.,localizacion_objeto
¿Me puedes recomendar un buen libro de ciencia ficción?,fuera_dominio
¿Qué países componen actualmente la Unión Europea?,fuera_dominio
Ponme en situación: dime cómo es el lugar.,descripcion_escena
"Lista breve de objetos cercanos, por favor.",objetos_cercanos
¿Sabrías decirme dónde está exactamente ese item? Lo necesito para orientarme mejor.,localizacion_objeto
¿Lo estoy haciendo bien?,fuera_dominio
Marca el camino para que llegue a la roca.,navegacion
¿Sabes algo de poesía contemporánea española?,fuera_dominio
Hazme una descripción general de todo lo que hay en la escena.,descripcion_escena
Dirígeme a ese elemento.,navegacion
"Quiero saber, sin más, qué hay cerca de mí.",objetos_cercanos
¿Hay configuración de accesibilidad disponible?,fuera_dominio
¿Cómo puedo llegar al espejo desde donde estoy?,navegacion
¿Podrías decirme la localización de eso de la derecha?,localizacion_objeto
"A ver, antes de que empecemos a interactuar con nada, ¿me haces una descripción general del escenario completo?",descripcion_escena
Resúmeme en pocas frases cómo es el entorno que me rodea.,descripcion_escena
¿En qué lado de la escena se encuentra la hoguera?,localizacion_objeto
Quiero ir a la puerta.,navegacion
Dime cómo es ese item.,detalle_objeto
¿Quién ganó la Champions?,fuera_dominio
Detalla todas las características visuales de la caja.,detalle_objeto
¿Qué tipo de escena es esta? Dame una idea global.,descripcion_escena
Dirígeme al sofá.,navegacion
Resume la escena para que me haga una idea rápida.,descripcion_escena
Háblame de la textura y los detalles de eso de la izquierda.,detalle_objeto
¿Qué hay próximo? Solo lo que esté cerca de mí.,objetos_cercanos
¿Hay objetos junto a mí?,objetos_cercanos
"¿Qué hay aquí mismo, junto a mí?",objetos_cercanos
"Quería pedirte que me localizaras lo que tengo delante, indicándome dirección y, si puedes, distancia aproximada.",localizacion_objeto
"Por favor, cuéntame con calma cómo es la botella, dame todos los detalles visuales que puedas apreciar.",detalle_objeto
"A ver, no consigo orientarme bien, ¿podrías llevarme paso a paso hasta la palmera?",navegacion
Detalla la palmera.,detalle_objeto
"Por favor, dime los pasos para llegar a ese item.",navegacion
Indícame qué objetos tengo en las inmediaciones.,objetos_cercanos
Ponme en contexto.,descripcion_escena
"Por favor, dame una descripción exhaustiva del aspecto de lo que hay enfrente.",detalle_objeto
"Disculpa, ¿podrías volver a indicarme dónde está el cañón? No me ha quedado claro.",localizacion_objeto
Lista las cosas a mi alcance ahora mismo.,objetos_cercanos
¿Me puedes explicar cuál es el objetivo de esta experiencia?,fuera_dominio
Habla en inglés.,fuera_dominio
Condúceme a lo que está ahí.,navegacion
¿De qué color es la lámpara?,detalle_objeto
"Por favor, dame una lista de los mejores restaurantes de Madrid según tu criterio.",fuera_dominio
Busca la espada.,localizacion_objeto
"Necesito orientarme en este sitio, ¿me describes lo que hay?",descripcion_escena
Dime cómo es la escena en su totalidad.,descripcion_escena
